Region,School Name,BEIS School ID,Division,District,K Total,G1 Total,G2 Total,G3 Total,G4 Total,G5 Total,G6 Total,G7 Total,G8 Total,G9 Total,G10 Total,G11 STEM Total,G11 HUMSS Total,G11 ABM Total,G11 GAS Total,G11 TVL Total,G11 SPORTS Total,G11 ARTS Total,G11 PBM Total,G12 STEM Total,G12 HUMSS Total,G12 ABM Total,G12 GAS Total,G12 TVL Total,G12 SPORTS Total,G12 ARTS Total,G12 PBM Total
Region III,San Rafael-Natividad Elementary School,106972,Zambales,San Narciso,21,43,49,50,47,84,44,35,49,47,46,51,11,36,81,31,43,63,49,59,92,87,39,76,8,58,77
Region III,Simminublan Elementary School,106973,Zambales,San Narciso,42,50,48,97,53,53,35,39,51,46,36,92,29,39,71,86,49,29,55,24,51,50,62,73,15,57,45
Region III,Mabato Elementary School,160508,Zambales,San Narciso,55,82,62,51,24,50,38,83,80,63,61,49,70,35,17,5,78,42,56,72,60,30,69,26,18,92,79
Region III,La Paz National High School,301017,Zambales,San Narciso,46,76,36,78,73,53,88,32,11,35,48,67,45,18,29,71,33,77,32,39,75,49,74,44,20,41,53
Region III,Namatacan National High School,301023,Zambales,San Narciso,75,71,69,43,56,27,25,75,83,30,80,29,26,64,76,86,86,62,70,55,70,53,14,63,64,84,34
Region III,"Magsaysay Memorial College of Zambales, Inc.",401286,Zambales,San Narciso,46,74,67,37,5,42,49,72,23,72,65,79,64,50,46,62,16,58,36,59,35,40,36,50,41,58,57
Region III,Zambales Academy,401287,Zambales,San Narciso,58,46,45,22,36,78,24,38,58,42,67,64,36,66,80,56,35,75,36,24,24,53,36,72,56,38,45
Region III,Living Hope Zambales Christian Academy,420503,Zambales,San Narciso,72,16,80,57,55,68,29,64,57,51,32,38,48,41,51,55,64,64,46,24,59,51,47,26,62,39,39
Region III,Good Shepherd Ecumenical Learning Center,420516,Zambales,San Narciso,72,56,7,25,55,49,65,52,52,78,35,89,77,76,46,45,79,23,71,25,66,84,38,80,87,46,80
Region III,Rivers of Joy Christian School,420517,Zambales,San Narciso,69,36,21,20,90,39,77,58,54,32,25,40,33,59,73,33,53,70,52,36,41,42,71,27,36,45,30
Region III,Consuelo Integrated School,502111,Zambales,San Narciso,50,16,62,90,41,25,66,24,58,65,76,56,57,15,81,23,76,61,45,73,73,54,63,76,57,17,51
Region III,Almasin Elementary School,106974,Zambales,Sta. Cruz North,68,52,89,48,64,37,83,38,66,50,41,46,45,98,72,78,46,58,31,60,26,38,76,10,78,45,78
Region III,Bangcol Elementary School,106976,Zambales,Sta. Cruz North,84,55,39,77,59,73,57,48,22,47,51,44,41,69,41,16,23,32,48,39,55,54,67,61,49,51,58
Region III,Bulawon Elementary School,106977,Zambales,Sta. Cruz North,30,83,54,65,58,90,48,44,44,46,48,42,26,84,67,20,48,36,46,39,38,64,24,47,37,73,17
Region III,Canaynayan Elementary School,106978,Zambales,Sta. Cruz North,93,73,37,50,27,26,52,35,29,38,48,35,62,78,27,37,15,27,28,75,9,58,11,48,59,40,56
Region III,Don Marcelo C. Marty Elementary School,106979,Zambales,Sta. Cruz North,48,62,47,48,43,10,51,29,76,55,60,69,31,42,22,16,42,35,26,12,34,41,82,21,35,20,39
Region III,Gama Elementary School,106980,Zambales,Sta. Cruz North,55,94,36,56,42,63,22,60,72,87,85,50,61,12,44,66,45,30,48,42,20,67,46,72,54,21,35
Region III,Guinabon Elementary School,106981,Zambales,Sta. Cruz North,47,84,87,37,67,88,50,38,32,60,43,79,78,58,55,74,36,81,75,15,24,31,44,68,59,37,56
Region III,Guisguis Elementary School,106982,Zambales,Sta. Cruz North,18,21,36,61,41,21,49,40,60,32,19,20,87,65,50,79,46,34,43,18,65,38,37,44,73,17,22
Region III,Malabago Elementary School,106983,Zambales,Sta. Cruz North,45,64,18,15,28,59,56,84,53,35,41,42,51,51,52,6,77,10,77,66,93,60,61,20,26,13,34
Region III,Pagatpat Elementary School,106984,Zambales,Sta. Cruz North,58,42,64,53,59,19,33,57,42,35,44,64,49,86,39,44,78,79,28,26,42,32,57,48,76,41,80
Region III,Pamonoran Elementary School,106985,Zambales,Sta. Cruz North,50,51,57,41,16,52,52,53,49,55,55,42,75,65,16,62,75,40,54,63,73,53,76,85,15,47,69
Region III,Sta. Cruz North Central School,106986,Zambales,Sta. Cruz North,31,43,36,47,34,30,37,56,50,63,85,36,25,79,53,50,82,27,31,47,40,55,58,43,51,67,43
Region III,Tabalong Elementary School,106987,Zambales,Sta. Cruz North,68,52,16,47,33,51,44,51,20,76,49,88,59,70,100,57,55,51,32,32,36,40,66,50,54,74,56
Region III,Guisguis National High School,301014,Zambales,Sta. Cruz North,71,60,60,70,53,75,61,70,18,73,52,74,55,47,71,39,40,36,40,32,60,37,69,67,95,49,63
Region III,Mena Mem. National High School  (Bolitoc NHS),301022,Zambales,Sta. Cruz North,17,33,46,37,36,49,61,45,58,65,55,47,53,83,57,85,72,71,35,48,52,60,59,29,63,65,55
Region III,Sta. Cruz National High School,301033,Zambales,Sta. Cruz North,11,58,73,40,17,38,58,36,52,47,77,71,60,53,56,46,55,80,27,38,23,29,71,43,80,72,62
Region III,San Fernando High School,307115,Zambales,Sta. Cruz North,84,59,59,46,51,24,36,50,69,80,79,13,69,16,24,84,22,51,36,29,66,59,59,58,65,54,58
Region III,"St. Michael School of Santa Cruz, Zambales, Inc.",401288,Zambales,Sta. Cruz North,47,47,41,14,69,50,42,54,37,32,44,86,82,8,46,55,10,53,59,68,49,48,52,42,41,79,26
Region III,"Santa  Cruz Academy, Inc.",401289,Zambales,Sta. Cruz North,51,54,64,62,48,55,60,51,54,41,59,47,47,41,42,63,26,22,42,74,11,6,56,23,31,81,56
Region III,"Children of Zion Montessori School, Inc.",420501,Zambales,Sta. Cruz North,56,63,18,50,81,51,78,35,49,47,78,52,49,54,36,59,69,60,19,48,45,35,54,22,33,36,51
Region III,Babuyan Integrated School,501166,Zambales,Sta. Cruz North,44,41,76,8,67,40,32,58,85,33,50,52,64,73,47,69,9,72,57,68,64,65,30,57,80,79,96
Region III,Acoje Elementary School,106988,Zambales,Sta. Cruz South,60,47,40,61,84,56,69,63,14,62,53,35,72,79,39,92,48,95,56,7,28,51,63,62,71,47,50
Region III,Bayto Elementary School,106989,Zambales,Sta. Cruz South,37,45,40,44,33,68,65,45,48,48,45,76,41,8,45,87,93,71,23,19,64,22,70,38,47,47,20
Region III,Bolitoc Elementary School,106990,Zambales,Sta. Cruz South,62,51,19,73,86,54,39,55,27,53,65,76,62,87,50,32,53,50,71,43,20,3,41,23,33,75,52
Region III,Bolitoc Elementary School  Annex,106991,Zambales,Sta. Cruz South,36,41,66,53,34,30,32,29,25,69,47,46,20,32,13,20,60,70,75,32,30,20,50,79,69,96,77
Region III,Lucapon South Elementary School,106993,Zambales,Sta. Cruz South,32,42,74,70,79,62,52,79,53,63,72,23,36,31,71,83,89,75,59,35,61,79,47,3,51,26,41
Region III,Lupa Elementary School,106994,Zambales,Sta. Cruz South,63,76,81,95,68,71,63,82,80,61,39,26,61,95,60,25,55,28,53,15,57,36,29,53,70,60,52
Region III,Naulo Elementary School,106995,Zambales,Sta. Cruz South,76,44,62,31,49,30,36,42,47,29,36,21,20,63,21,67,92,61,64,23,33,53,71,62,65,27,42
Region III,Pecson Mem. Elementary School,106996,Zambales,Sta. Cruz South,19,31,36,48,81,88,65,55,20,54,63,60,67,66,65,55,50,25,69,52,29,65,72,43,51,49,85
Region III,Sabang Elementary School,106997,Zambales,Sta. Cruz South,49,74,52,73,37,30,92,70,14,75,55,38,9,26,55,26,24,54,47,75,63,47,32,52,49,59,42
Region III,San Fernando Elementary School,106998,Zambales,Sta. Cruz South,54,43,48,59,56,63,67,49,85,72,40,50,48,69,7,53,32,54,48,35,44,78,49,23,37,57,34
Region III,Sta. Cruz South Central School,106999,Zambales,Sta. Cruz South,59,36,11,60,27,54,54,69,33,72,12,76,66,36,58,38,64,38,52,42,50,14,48,47,16,49,70
Region III,Tubotubo Elementary School,107000,Zambales,Sta. Cruz South,24,16,27,64,51,37,46,48,60,33,87,79,49,60,68,58,37,39,55,57,48,33,59,55,37,64,85
Region III,Mapalad Elementary School,160512,Zambales,Sta. Cruz South,55,62,81,36,44,54,44,39,35,96,40,50,53,35,48,54,30,26,15,38,50,93,85,48,42,84,39
Region III,Acoje National High School,301003,Zambales,Sta. Cruz South,93,44,14,62,49,65,58,48,59,29,62,69,70,50,48,68,77,44,61,17,94,19,69,71,52,15,47
Region III,Lipay High School,301034,Zambales,Sta. Cruz South,43,54,35,51,35,49,37,83,79,70,31,94,79,21,67,53,43,58,97,31,88,52,75,70,49,73,50
Region III,Sta Cruz South High School,307114,Zambales,Sta. Cruz South,59,19,46,58,58,22,79,22,25,75,68,70,78,47,81,54,82,22,41,17,52,75,76,56,66,75,59
Region III,Sta. Cruz NHS - Don Marcelo C. Marty High School,307116,Zambales,Sta. Cruz South,37,49,69,46,25,28,63,44,73,89,37,65,64,37,18,83,54,33,16,33,78,15,22,53,29,68,78
Region III,Don Brigido Miraflor Integrated School,501226,Zambales,Sta. Cruz South,62,56,50,25,63,24,58,10,68,54,53,48,29,12,18,30,58,41,58,58,49,40,39,42,42,35,48
Region III,Agusuhin Elementary School,107001,Zambales,Subic,38,80,84,56,84,20,60,49,44,44,46,54,48,21,92,83,69,37,49,23,66,72,48,56,47,41,53
Region III,Aningway-Sacatihan Elementary School,107002,Zambales,Subic,43,33,41,77,51,27,64,28,7,74,81,51,23,33,55,33,27,36,64,40,73,37,36,25,65,59,60
Region III,Batiawan Elementary School Annex,107004,Zambales,Subic,46,66,46,53,46,52,77,69,87,49,65,34,45,63,56,26,38,64,40,47,35,79,78,46,26,63,43
Region III,Calapacuan Elementary School,107006,Zambales,Subic,23,55,61,61,64,27,55,58,46,56,34,19,40,61,52,58,30,31,56,60,57,24,48,71,87,62,46
Region III,Cawag Elementary School,107008,Zambales,Subic,67,12,19,9,92,21,67,63,46,52,63,49,46,44,87,43,7,55,48,37,67,55,9,46,53,80,26
Region III,Cawag Resettlement Elementary School,107009,Zambales,Subic,14,42,54,57,53,67,41,48,46,76,44,30,44,40,53,40,30,68,53,79,55,36,87,76,77,79,50
Region III,Ilwas Elementary School,107010,Zambales,Subic,30,72,47,38,72,36,44,62,69,70,15,52,91,53,34,9,36,35,30,69,58,55,22,29,40,26,71
Region III,Mangan -Vaca Elementary School,107012,Zambales,Subic,51,25,31,58,66,15,21,38,25,53,46,47,60,85,34,90,55,57,75,37,61,69,50,39,75,47,57
Region III,Mapanao Elementary School,107013,Zambales,Subic,55,40,34,53,59,25,80,70,49,80,17,46,75,56,40,44,82,52,9,18,60,48,82,56,14,76,85
Region III,Matain Elementary School,107014,Zambales,Subic,59,43,71,53,67,24,75,34,41,28,57,80,82,64,58,29,37,52,58,43,80,32,77,29,24,41,26
Region III,Nagyantok Elementary School,107015,Zambales,Subic,91,49,7,31,56,55,28,66,48,12,44,80,37,41,35,74,53,44,33,71,44,48,83,35,80,19,70
Region III,San Isidro Elementary School,107018,Zambales,Subic,52,60,43,84,29,38,41,18,36,42,43,86,48,49,54,58,59,34,30,56,39,46,19,50,80,55,36
Region III,Sto. Tomas Elementary School,107019,Zambales,Subic,45,80,64,79,58,82,75,45,81,55,49,23,64,41,39,70,36,40,62,40,12,38,48,80,28,50,53
Region III,Subic Central School,107020,Zambales,Subic,28,43,50,38,74,78,82,59,84,92,71,87,79,64,49,53,73,60,79,81,29,74,40,68,63,78,74
Region III,Tibag Elementary School,107021,Zambales,Subic,56,69,46,34,34,65,66,62,68,36,11,28,29,91,14,37,44,85,47,84,62,51,72,51,24,46,30
Region III,Aningway-Sacatihan Elementary School - Annex,160506,Zambales,Subic,79,50,84,74,18,48,73,25,28,28,79,57,16,78,31,30,40,47,70,46,55,22,54,62,56,45,50
Region III,Manggahan Elementary School,160511,Zambales,Subic,47,21,49,23,44,49,27,24,53,29,27,49,72,69,56,17,56,48,52,45,42,50,47,62,56,39,57
Region III,Josephine F. Khonghun Special Education Center,160513,Zambales,Subic,31,36,87,24,44,24,19,63,51,25,56,96,37,50,12,58,43,48,64,53,48,63,32,47,65,89,16
Region III,Agusuhin Elementary School - Annex,160516,Zambales,Subic,20,65,52,18,29,27,60,38,50,10,70,18,40,33,42,41,43,77,47,37,57,56,63,40,60,32,68
Region III,Cawag High School (Resettlement School),301012,Zambales,Subic,32,35,79,51,45,33,47,55,69,63,80,33,29,65,59,60,56,57,66,94,53,79,37,46,24,14,41
Region III,Agusuhin High School,301013,Zambales,Subic,30,49,23,67,89,82,69,19,37,42,42,80,65,16,61,60,28,25,66,23,24,88,40,42,53,88,52
Region III,Subic National High School,301036,Zambales,Subic,79,18,66,55,63,66,53,53,45,46,37,32,92,66,20,46,51,72,53,69,39,52,42,45,62,74,70
Region III,Sto Tomas National High School,307108,Zambales,Subic,56,31,51,64,46,96,84,70,6,52,24,45,49,18,40,40,46,81,93,19,42,50,30,67,26,4,74
Region III,Batiawan Integrated School Annex,307110,Zambales,Subic,52,70,51,74,69,38,51,40,7,25,37,24,56,30,51,86,32,19,35,50,92,74,68,45,21,61,12
Region III,Josephine F. Khonghun Special Education Center,307111,Zambales,Subic,39,56,69,90,59,17,68,53,52,62,63,64,37,59,59,87,30,41,15,84,26,18,44,11,48,71,57
Region III,Nagyantok High School,307112,Zambales,Subic,42,83,56,14,69,43,27,55,70,55,62,29,74,76,60,56,35,25,33,51,62,54,25,36,66,37,43
Region III,Subic NHS Annex IV - San Isidro High School,307124,Zambales,Subic,51,47,43,17,16,62,70,73,69,91,60,41,85,43,84,82,76,44,39,77,82,57,96,41,48,79,67
Region III,Subic NHS Annex V-Ilwas High School,307125,Zambales,Subic,74,43,26,65,45,34,45,47,23,12,82,72,77,49,58,51,24,70,76,62,82,47,36,45,44,63,73
Region III,Subic NHS Annex VI-Aningway-Sacatihan High School,307126,Zambales,Subic,83,87,51,85,60,51,45,54,37,80,67,30,44,23,86,84,65,39,50,77,36,89,32,76,43,63,71
Region III,St. Anne School of Subic,401291,Zambales,Subic,16,56,56,29,54,32,57,32,74,33,30,67,26,39,78,45,54,43,67,35,70,28,24,15,47,90,73
Region III,"St. Anthony's School of Matain, Inc.",401292,Zambales,Subic,45,62,14,65,63,62,70,79,52,66,23,62,70,30,86,59,55,46,24,45,11,73,40,58,70,78,76
Region III,"St. James School Of Subic, Inc.",401294,Zambales,Subic,86,82,62,29,46,52,23,82,22,35,79,50,50,11,56,67,73,22,37,26,34,76,53,57,67,82,54
Region III,"College of Subic Montessori - Zambales, Inc.",401295,Zambales,Subic,30,23,50,64,28,41,4,50,56,33,50,6,44,98,38,37,40,37,44,51,35,66,80,42,50,58,59
Region III,Sta Monica Educational Center for Excellence Inc,407931,Zambales,Subic,58,77,42,41,91,28,21,68,85,23,75,35,52,43,7,76,38,22,24,49,68,81,11,59,62,76,40
Region III,"Astorian Hill School, Inc.",410061,Zambales,Subic,36,66,78,43,47,57,66,81,47,44,34,47,83,18,70,78,15,66,77,65,57,46,72,42,36,45,26
Region III,P.O.C. Christian Academy,420508,Zambales,Subic,76,45,55,38,59,30,3,84,47,55,70,35,24,42,42,53,23,53,53,11,71,76,30,61,28,49,34
Region III,Subic Ecumenical Learning Center,420547,Zambales,Subic,50,61,42,44,44,37,42,43,14,56,77,54,29,45,61,34,78,65,79,55,49,40,11,60,51,32,61
Region III,"Saint Therese Academy of Subic, Inc.",420555,Zambales,Subic,57,11,78,52,39,80,41,62,45,60,72,61,51,89,38,63,68,9,75,60,10,36,9,43,39,40,47
Region III,"Pag-asa New Light Christian School, Inc.",420564,Zambales,Subic,42,10,17,65,42,36,86,75,69,53,14,57,51,51,43,21,62,11,72,55,81,58,47,16,67,55,71
Region III,Saint Francis Learning Center Foundation Inc.,420565,Zambales,Subic,60,43,82,43,71,78,33,25,43,21,87,32,70,76,82,73,36,32,71,58,88,68,12,60,90,16,32
Region III,Smart Achievers Academy-Subic Inc.,420566,Zambales,Subic,22,79,51,53,49,73,47,53,25,64,89,61,38,66,57,57,81,58,52,44,59,48,65,41,58,74,32
Region III,Saint Francis Learning Center Foundation Inc. Annex,420569,Zambales,Subic,86,66,58,12,33,32,54,51,57,52,55,31,26,47,83,61,60,67,43,23,58,30,31,40,67,54,87
Region III,Kingsway Kiddie Learning Center Inc.,420583,Zambales,Subic,66,15,25,62,88,23,60,43,71,18,39,43,16,48,55,64,49,67,50,20,38,32,73,73,41,39,43
Region III,Batiawan-I Integrated School,500126,Zambales,Subic,90,57,26,56,45,22,56,73,45,46,31,58,42,30,66,95,18,64,40,58,50,70,25,60,82,76,54
Region III,Cabitaugan Integrated School,500507,Zambales,Subic,57,50,41,68,52,47,94,50,60,57,47,62,34,62,29,64,31,42,58,34,94,13,30,44,32,73,62
Region III,Kinabuksan Integrated School,500509,Zambales,Subic,62,36,39,18,37,26,54,41,26,52,68,16,58,30,59,57,46,53,34,11,50,63,34,98,92,23,92
Region III,Naugsol Integrated School,500510,Zambales,Subic,31,61,74,52,30,50,72,74,75,92,26,55,71,50,57,66,40,14,68,55,71,39,44,62,60,48,41
Region III,Pamatawan Integrated School,500511,Zambales,Subic,20,85,12,24,73,45,83,73,30,39,36,15,17,74,96,48,53,62,70,37,60,79,36,32,55,50,85
Region III,Calapandayan Integrated School,500770,Zambales,Subic,36,41,69,46,57,82,92,28,97,57,67,16,56,33,43,55,18,80,40,47,69,50,37,57,53,67,16
Region III,Dr. Clemente N. Dayrit Sr. Elem. School,107027,Angeles City,North District,40,32,67,51,18,23,60,42,43,30,35,27,66,66,47,42,73,13,61,16,46,43,61,55,58,26,31
Region III,EPZA Resettlement Elementary School,107029,Angeles City,North District,45,69,60,49,46,55,78,66,58,59,45,68,29,30,24,55,32,34,52,89,71,85,43,60,51,63,58
Region III,Pulung Cacutud Elementary School,107033,Angeles City,North District,43,28,49,35,35,49,38,59,76,73,21,32,77,73,50,65,52,24,63,74,49,39,61,67,25,19,22
Region III,Salapungan Elementary School,107035,Angeles City,North District,46,54,17,32,14,56,17,70,83,72,34,41,80,85,34,59,65,41,50,85,71,62,27,60,24,91,78
Region III,Marisol Bliss Elementary School,107043,Angeles City,North District,49,14,68,29,49,31,29,56,56,51,27,65,45,55,91,73,66,40,42,42,84,70,37,51,74,20,14
Region III,Sitio Pader Elementary School,107046,Angeles City,North District,36,48,83,33,87,77,47,62,56,33,30,36,37,74,18,46,46,56,49,67,33,27,86,42,19,76,21
Region III,Sta. Maria Elementary School,107047,Angeles City,North District,86,39,30,68,72,49,65,59,67,57,45,56,72,66,55,81,41,38,60,32,72,75,48,63,58,56,32
Region III,Teodoro P. Tinio Elementary School,107050,Angeles City,North District,33,34,54,18,84,100,76,32,30,13,50,28,26,17,67,37,44,30,89,20,83,75,46,74,36,77,24
Region III,Virgen Delos Remedios Elementary School,107051,Angeles City,North District,45,34,85,50,31,68,41,18,22,52,50,77,87,49,55,47,56,63,39,37,64,86,75,71,34,33,54
Region III,Bonifacio V. Romero High School,301042,Angeles City,North District,61,45,53,53,29,35,53,46,62,30,48,3,49,67,67,13,32,37,41,41,57,57,34,47,47,61,71
Region III,DR. CLEMENTE N. DAYRIT SR. MEMORIAL HIGH SCHOOL,305554,Angeles City,North District,55,82,81,47,22,67,44,63,26,44,86,67,76,45,23,43,62,23,18,75,31,55,84,57,60,45,35
Region III,Angeles City Science High School,307202,Angeles City,North District,50,54,60,85,65,38,33,53,58,46,62,72,55,17,44,30,82,17,52,49,46,72,46,56,66,76,49
Region III,Claro M. Recto ICT High School,307203,Angeles City,North District,27,29,63,46,38,51,79,11,66,90,59,22,44,44,62,43,55,16,94,20,40,49,52,46,7,40,63
Region III,Angeles City Senior High School,345279,Angeles City,North District,17,37,65,46,51,44,52,16,78,41,67,64,61,55,72,50,62,71,56,37,72,36,50,33,41,50,64
Region III,Angeles Adventist Elem. School,401299,Angeles City,North District,58,58,48,51,42,50,73,63,25,65,52,41,15,54,66,65,41,42,33,69,44,83,73,43,60,42,82
Region III,Angeles University Foundation,401302,Angeles City,North District,78,47,87,46,52,53,27,41,27,48,35,67,23,71,89,67,68,13,56,40,56,57,26,66,28,90,24
Region III,"Brightstar Christian Academy, Inc.",401304,Angeles City,North District,61,13,36,52,43,28,56,9,48,62,64,45,37,48,69,67,39,24,51,64,62,37,12,35,62,71,45
Region III,Clark Air Base School,401308,Angeles City,North District,25,52,19,82,46,63,86,59,40,68,95,45,50,46,39,63,65,40,82,87,48,54,41,39,29,44,64
Region III,"Clark Field Christian School Foundation, Inc.",401310,Angeles City,North District,26,50,72,25,63,51,58,71,100,42,98,68,50,55,52,76,46,72,44,51,77,73,43,78,18,21,19
Region III,"Royal International School, Inc.",401324,Angeles City,North District,46,40,48,39,59,43,21,81,51,33,50,58,40,31,47,33,52,28,71,66,75,54,24,65,26,79,41
Region III,"Narciso School, Inc.",401330,Angeles City,North District,25,53,71,24,56,62,96,50,28,31,45,68,35,55,46,53,53,74,56,52,29,57,32,84,28,85,77
Region III,Nazarene Academy,401331,Angeles City,North District,67,69,77,14,57,69,49,60,58,43,36,80,69,50,59,52,21,65,42,77,22,63,31,71,24,20,31
Region III,"School of the Holy Child, Angeles, Inc.",401338,Angeles City,North District,42,58,36,32,25,58,30,43,69,52,37,77,79,31,62,64,74,40,73,91,29,70,71,53,55,66,61
Region III,Systems Plus College Foundation,401343,Angeles City,North District,57,58,54,49,55,39,44,24,92,66,82,31,19,47,75,38,41,15,35,80,48,20,52,56,52,67,65
Region III,AMA Computer College-Angeles City,401793,Angeles City,North District,58,27,80,36,51,11,34,29,63,74,88,15,24,17,37,32,62,60,81,30,36,44,65,43,41,42,17
Region III,STI College - Angeles,401799,Angeles City,North District,46,26,60,32,63,50,75,50,51,83,75,45,38,65,65,61,26,28,70,42,65,88,52,37,53,72,37
Region III,Systems Plus College Foundation - Angeles City Campus,407625,Angeles City,North District,69,63,72,76,22,64,24,49,34,51,50,56,41,45,63,52,48,61,35,29,73,79,43,82,64,40,57
Region III,"Maranatha Christian Academy of Angeles, Pampanga Inc.",408946,Angeles City,North District,67,26,16,69,35,53,45,73,65,34,12,86,73,75,69,53,71,38,75,38,48,58,60,59,38,41,20
Region III,"CROWNVALE SCHOOL, INC.",409476,Angeles City,North District,53,65,46,35,69,67,30,63,60,28,12,44,68,31,52,34,69,40,90,38,57,31,33,55,54,18,82
Region III,"Jesus Our Victory Academy Foundation, Inc.",421003,Angeles City,North District,82,39,37,70,54,40,45,16,68,49,22,63,66,49,46,63,66,68,23,40,23,57,47,67,38,37,74
Region III,Faith Builders Integrated School,421007,Angeles City,North District,35,70,69,58,16,54,29,63,53,41,21,50,55,66,76,25,38,43,41,59,55,33,38,81,65,49,38
Region III,"L.Y.N. School For Young, Inc. (formerly FBR School for Young Minds)",421012,Angeles City,North District,63,42,53,49,44,64,43,68,68,47,49,61,80,26,29,21,46,12,59,65,53,49,36,34,89,49,42
Region III,"Springhill Montessori School, Inc.",421014,Angeles City,North District,81,36,21,31,43,24,89,51,14,85,30,43,26,37,39,46,70,56,28,72,66,48,45,93,70,66,13
Region III,Living Stone International School,421016,Angeles City,North District,52,76,58,72,25,44,70,50,18,85,49,24,61,65,61,32,50,66,64,28,26,90,68,49,18,23,65
Region III,Dr. Carlos T. Sandico Jr. Premiere School Inc.,421020,Angeles City,North District,73,54,91,62,56,58,45,52,61,89,79,46,68,43,89,24,41,62,19,56,52,53,16,40,87,69,58
Region III,Pax et Lumen International Academy,421023,Angeles City,North District,75,36,32,86,33,61,25,92,79,70,45,77,41,20,95,24,67,56,9,81,48,58,69,44,72,34,40
Region III,Abelardo G. Tinio Elementary School,107022,Angeles City,East District,62,43,78,21,53,89,43,39,18,36,54,34,24,15,39,43,50,41,36,69,65,51,37,14,58,65,37
Region III,Angeles Elementary School,107023,Angeles City,East District,22,79,37,71,38,65,36,40,91,65,48,70,76,49,26,48,12,49,47,26,56,33,29,70,42,21,79
Region III,Belen Homesite Elementary School,107024,Angeles City,East District,54,35,58,85,50,26,74,46,60,70,41,46,74,76,49,35,28,15,44,87,73,24,26,55,41,32,73
Region III,Cutud Elementary School,107025,Angeles City,East District,15,82,86,54,59,47,42,36,85,37,51,57,16,67,68,62,44,70,41,42,66,54,70,29,45,59,41
Region III,Enrica Sandico Elementary School,107028,Angeles City,East District,24,56,20,46,24,82,65,37,34,8,58,50,97,38,34,49,54,27,38,68,69,21,34,7,82,26,53
Region III,Mining Elementary School,107030,Angeles City,East District,56,37,91,55,42,59,31,47,84,54,51,65,81,79,61,9,75,6,54,83,54,41,80,54,76,71,12
Region III,Jose P. Dizon  Elementary School,107031,Angeles City,East District,63,55,21,34,35,25,39,45,69,53,27,26,38,67,71,71,68,25,41,50,44,51,81,33,55,42,18
Region III,Pineda-Gutierrez Elementary School,107032,Angeles City,East District,24,30,62,81,29,31,38,83,72,80,38,83,47,38,5,43,50,32,38,46,70,74,74,52,38,68,32
Region III,Pulungbulo Elementary School,107034,Angeles City,East District,81,39,32,45,41,62,69,43,54,27,54,73,53,53,32,39,26,5,32,44,46,18,68,62,41,28,79
Region III,San Ignacio Elementary School,107036,Angeles City,East District,29,51,64,38,79,56,36,54,37,46,70,47,54,10,90,57,68,6,39,39,62,74,36,68,50,92,53
Region III,Sapalibutad Elementary School,107037,Angeles City,East District,20,41,28,43,16,57,19,27,20,60,60,56,31,18,60,67,29,52,74,54,35,18,79,69,39,8,35
Region III,Francisco G. Nepomuceno Mem. High School,301040,Angeles City,East District,43,36,59,74,84,51,62,17,42,91,49,53,36,52,47,71,52,37,19,20,30,81,20,73,61,57,53
Region III,Achievers Special Education Center,401296,Angeles City,East District,43,51,83,73,43,37,39,54,79,54,36,81,28,14,55,95,41,51,59,75,81,57,45,45,24,41,56
Region III,Brightwoods School,401305,Angeles City,East District,69,40,91,44,35,45,10,44,54,41,39,78,63,22,56,46,45,29,46,81,30,22,48,25,52,7,87
Region III,"Chevalier School, Inc.",401306,Angeles City,East District,12,38,39,41,38,78,76,17,92,91,83,31,58,28,88,14,24,54,77,33,43,68,83,11,70,46,85
Region III,"Heaths Montessori Learning Center, Inc.",401315,Angeles City,East District,49,39,49,70,81,33,72,71,57,66,56,55,24,27,30,47,37,68,39,33,83,51,51,68,32,88,42
Region III,"O.B. Montessori Center, Inc.",401333,Angeles City,East District,57,21,40,53,42,61,87,64,61,57,96,61,33,50,78,62,49,25,78,84,50,78,36,82,27,38,83
Region III,"Peniel Mission Foundation, Inc.",401334,Angeles City,East District,63,37,17,59,8,47,79,89,48,69,18,26,33,19,49,20,37,71,51,17,69,16,47,63,19,71,34
Region III,Excelsior  School Inc.,408396,Angeles City,East District,59,50,41,49,42,28,36,41,82,39,64,95,79,89,32,24,39,28,60,48,59,28,67,43,12,72,34
Region III,"Trinidad School, Inc.",408760,Angeles City,East District,52,48,55,69,45,33,53,47,70,95,63,55,53,39,64,72,54,22,31,58,46,98,77,81,39,13,59
Region III,"LA VERTICE SCHOOL, INC.",409475,Angeles City,East District,48,24,61,58,83,39,50,66,53,30,47,71,46,64,30,76,34,45,70,58,50,80,79,55,75,34,71
Region III,Hara and Hanah Montessori Academy of Angeles City Incorporated,410684,Angeles City,East District,74,33,29,23,62,59,66,51,71,14,27,40,39,78,20,52,63,38,40,65,67,55,22,59,26,15,85
Region III,Shekinah Christian Academy of Angeles City,421004,Angeles City,East District,52,55,51,40,23,31,38,27,14,29,81,19,13,85,39,70,58,50,57,85,82,61,54,26,93,88,23
Region III,"Central Trinity School, Inc.",421019,Angeles City,East District,16,64,36,17,73,72,61,56,52,48,54,92,46,55,44,46,30,66,69,38,49,77,47,19,65,49,59
