Region,Division,District,BEIS School ID,School Name,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,K Male,K Female,G1 Male,G1 Female,G2 Male,G2 Female,G3 Male,G3 Female,G4 Male,G4 Female,G5 Male,G5 Female,G6 Male,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G7 Female,G8 Male,G8 Female,G9 Male,G9 Female,G10 Male,G10 Female,JHS NG Male,JHS NG Female,G11 ACAD ABM Male,G11 ACAD ABM Female,G11 ACAD HUMSS Male,G11 ACAD HUMSS Female,G11 ACAD STEM Male,G11 ACAD STEM Female,G11 ACAD GAS Male,G11 ACAD GAS Female,G11 ACAD PBM Male,G11 ACAD PBM Female,G11 TVL Male,G11 TVL Female,G11 SPORTS Male,G11 SPORTS Female,G11 ARTS Male,G11 ARTS Female,G12 ACAD ABM Male,G12 ACAD ABM Female,G12 ACAD HUMSS Male,G12 ACAD HUMSS Female,G12 ACAD STEM Male,G12 ACAD STEM Female,G12 ACAD GAS Male,G12 ACAD GAS Female,G12 ACAD PBM Male,G12 ACAD PBM Female,G12 TVL Male,G12 TVL Female,G12 SPORTS Male,G12 SPORTS Female,G12 ARTS Male,G12 ARTS Female
Region IV-A,Rizal,Rodriguez II,425692,Productive Learners Christian Academy,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,Purely ES,75,65,18,28,11,18,11,14,11,17,14,7,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425694,"Thrones Rainbow Angel Workshop, Inc.",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,Purely ES,5,5,4,1,4,3,4,2,2,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425695,"Jolly Children Academic Center, Inc.",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,27,26,20,23,15,16,13,8,12,12,10,12,10,9,0,0,4,4,6,5,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425719,FASC Creative Learning School,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,Purely ES,12,17,19,17,13,9,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425724,Frames of Mind School of Montalban,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,138,91,144,132,130,97,92,79,68,67,64,59,44,42,10,1,37,36,44,18,26,16,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425725,Greenfield Academy of Eastwood,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,14,9,12,12,18,21,12,9,15,7,15,8,9,14,0,0,12,7,8,13,5,11,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425726,FAITH CHRISTIAN ACADEMY OF RODRIGUEZ RIZAL,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,8,12,18,10,6,7,8,3,2,8,6,4,12,0,0,5,4,2,4,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425728,St. Anthony Learning Institute of Quezon City,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,2,2,3,7,2,5,5,4,2,10,6,7,0,0,5,4,11,8,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425729,St. Nazareth Learning Center of Rodriguez Rizal,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,5,13,3,5,3,4,3,0,6,2,2,6,3,4,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425735,Mizrachs Learning School,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,Purely ES,21,23,22,17,18,12,7,13,5,9,7,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425764,Louisian Learning Academy,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Private,Non-Sectarian ,Mother school,Purely ES,6,10,7,8,7,3,10,3,3,7,6,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425782,Domus Angeli Academy,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Private,Non-Sectarian ,Mother school,Purely ES,26,30,30,26,25,22,18,17,22,10,15,15,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425790,Victoriouz Kids Academy Inc.,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,Purely ES,4,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425798,GATC Integrated School for Kindergarten,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,Purely ES,0,0,4,3,11,6,6,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Rodriguez II,425808,"St. Mary's School of Novaliches, Inc.",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,Mother school,ES and JHS,8,12,10,7,8,7,10,8,10,12,6,11,5,2,0,0,4,4,5,1,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,109308,Bilibiran Elementary School,RIZAL,BINANGONAN,1st District,BILIBIRAN,Public,DepED Managed,School with no Annexes,Purely ES,174,206,189,194,218,227,181,171,172,174,192,195,212,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,109309,"Don Jose Ynares, Sr. Memorial Elementary School",RIZAL,BINANGONAN,1st District,SAN CARLOS,Public,DepED Managed,School with no Annexes,Purely ES,69,55,76,72,92,71,80,71,69,77,73,67,73,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,109312,Doña Susana Madrigal Elementary School,RIZAL,BINANGONAN,1st District,PANTOK,Public,DepED Managed,School with no Annexes,Purely ES,259,223,253,223,304,292,297,249,255,260,289,282,283,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,109314,Mabuhay Homes 2000 Elementary School,RIZAL,BINANGONAN,1st District,PANTOK,Public,DepED Managed,School with no Annexes,Purely ES,113,98,139,126,160,138,126,136,139,126,152,144,131,131,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,109316,Sitio Mata Elementary School,RIZAL,BINANGONAN,1st District,TAYUMAN,Public,DepED Managed,School with no Annexes,Purely ES,68,65,78,74,88,75,79,76,63,81,70,73,60,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,109317,Tagpos Elementary School,RIZAL,BINANGONAN,1st District,TAGPOS,Public,DepED Managed,School with no Annexes,Purely ES,92,93,94,100,129,113,116,89,110,104,110,89,109,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,109318,Tayuman Elementary School,RIZAL,BINANGONAN,1st District,TAYUMAN,Public,DepED Managed,School with no Annexes,Purely ES,245,240,284,259,283,267,293,227,271,252,256,258,248,250,51,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,301436,"Don Jose M. Ynares, Sr. Memorial National High School",RIZAL,BINANGONAN,1st District,SAN CARLOS,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,267,346,338,367,344,364,371,2,2,57,112,120,101,0,0,0,0,0,0,182,104,0,0,0,0,82,81,95,94,0,0,0,0,0,0,151,108,0,0,0,0
Region IV-A,Rizal,Binangonan III,301469,Vicente Madrigal National High School,RIZAL,BINANGONAN,1st District,PALANGOY,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,388,545,489,634,583,646,588,0,0,54,117,137,179,0,0,0,0,0,0,376,157,0,0,0,0,88,180,167,202,0,0,0,0,0,0,357,179,0,0,0,0
Region IV-A,Rizal,Binangonan III,308119,Guronasyon Foundation Inc. National High School,RIZAL,BINANGONAN,1st District,BILIBIRAN,Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,284,314,313,299,330,315,301,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,308136,Pag-asa National High School,RIZAL,BINANGONAN,1st District,PAG-ASA,Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,115,151,150,178,130,158,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,402982,Greenview Montessori School Inc.,RIZAL,BINANGONAN,1st District,SAN CARLOS,Private,Non-Sectarian ,School with no Annexes,All Offering,6,7,9,8,5,8,14,5,8,3,10,9,11,9,0,0,12,9,7,17,9,7,15,16,0,0,0,3,8,8,2,6,14,1,0,0,0,0,0,0,0,0,1,3,6,3,2,3,10,1,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,402986,Maries Christian School (Zerongie),RIZAL,BINANGONAN,1st District,PANTOK,Private,Non-Sectarian ,School with no Annexes,Purely ES,17,21,8,13,12,12,14,14,6,4,11,14,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,402991,PBTS Academy (Main),RIZAL,BINANGONAN,1st District,BILIBIRAN,Private,Non-Sectarian ,Mother school,All Offering,2,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,20,15,0,0,51,29,0,0,23,18,0,0,0,0
Region IV-A,Rizal,Binangonan III,402992,"Raises Montessori Academe, Inc. (Binangonan)",RIZAL,BINANGONAN,1st District,PAG-ASA,Private,Non-Sectarian ,School with no Annexes,All Offering,8,12,15,11,20,13,15,12,11,11,20,11,16,26,0,0,14,10,27,11,10,14,17,7,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,402993,"Sanlex Spirit Of Christ School,Inc.",RIZAL,BINANGONAN,1st District,SAN CARLOS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,15,4,8,9,10,3,8,7,6,9,6,12,5,3,0,0,1,4,3,5,5,5,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,402998,Sunnyvale Christian School,RIZAL,BINANGONAN,1st District,PALANGOY,Private,Non-Sectarian ,School with no Annexes,All Offering,6,2,3,5,1,5,8,3,6,3,6,7,5,7,0,0,11,6,8,9,13,1,13,5,0,0,0,4,21,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,403001,Throne of Wisdom Christian Academy Inc.,RIZAL,BINANGONAN,1st District,PAG-ASA,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,1,2,1,1,1,0,2,1,0,1,1,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,403002,"Tres Niños School, Inc.",RIZAL,BINANGONAN,1st District,SAN CARLOS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,12,13,10,10,20,11,10,14,19,14,18,11,14,0,0,7,5,7,7,12,8,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,407854,LADDER OF GEMS ACADEMY,RIZAL,BINANGONAN,1st District,PANTOK,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,9,9,4,11,7,5,3,8,3,4,4,5,4,0,0,1,2,4,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,407865,VIOLET LEARNING CENTER,RIZAL,BINANGONAN,1st District,PANTOK,Private,Non-Sectarian ,School with no Annexes,Purely ES,13,5,8,4,6,9,2,4,5,5,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,425504,Claremont School of Binangonan,RIZAL,BINANGONAN,1st District,PALANGOY,Private,Non-Sectarian ,School with no Annexes,All Offering,11,10,17,26,18,19,24,19,16,11,14,18,19,16,0,0,34,18,24,25,26,29,29,28,0,0,9,9,10,5,29,27,0,0,0,0,0,0,0,0,0,0,4,1,3,8,19,10,6,2,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,425539,SMA School,RIZAL,BINANGONAN,1st District,TAYUMAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,4,3,5,3,6,2,2,5,6,4,8,6,5,6,0,0,1,2,1,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,425563,Philippine Best Training Systems Colleges Inc.,RIZAL,BINANGONAN,1st District,PANTOK,Private,Non-Sectarian ,Annex or Extension school(s),ES and JHS,0,4,3,3,5,6,2,2,1,1,9,5,4,6,0,0,5,7,5,0,2,10,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,425565,Philippine Best Training Systems Colleges Inc.,RIZAL,BINANGONAN,1st District,TAGPOS,Private,Non-Sectarian ,Annex or Extension school(s),ES and JHS,7,4,3,8,5,2,4,4,4,0,6,2,4,4,0,0,4,7,1,3,8,6,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,425581,"Optimus Center for Development, Inc.",RIZAL,BINANGONAN,1st District,TAYUMAN,Private,Non-Sectarian ,School with no Annexes,Purely ES,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,425605,Bilibiran Christian School Inc.,RIZAL,BINANGONAN,1st District,BILIBIRAN,Private,Non-Sectarian ,School with no Annexes,Purely ES,12,4,2,3,0,2,2,5,1,1,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,425657,Raises Montessori Academe-Pantok,RIZAL,BINANGONAN,1st District,PANTOK,Private,Non-Sectarian ,School with no Annexes,All Offering,17,6,11,8,12,13,9,7,17,7,8,10,6,7,0,0,11,12,19,14,9,12,15,10,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,425672,"Brain And Talent Achiever Learning Center, Inc.",RIZAL,BINANGONAN,1st District,TAGPOS,Private,Non-Sectarian ,School with no Annexes,Purely ES,13,11,8,6,9,8,4,4,5,3,2,2,2,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,425673,LMB Learning School,RIZAL,BINANGONAN,1st District,BILIBIRAN,Private,Non-Sectarian ,School with no Annexes,Purely ES,11,1,11,7,14,6,6,6,5,7,3,5,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,425674,"Growth for Knowledge Learning Center, Inc.",RIZAL,BINANGONAN,1st District,TAYUMAN,Private,Non-Sectarian ,School with no Annexes,Purely ES,12,13,4,8,7,4,11,6,5,6,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,425742,Jhabby Learning Center,RIZAL,BINANGONAN,1st District,BILIBIRAN,Private,Non-Sectarian ,Mother school,Purely ES,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Binangonan III,425743,We Love Kids Play School,RIZAL,BINANGONAN,1st District,PANTOK,Private,Non-Sectarian ,Mother school,Purely ES,12,6,10,6,6,5,4,3,5,3,3,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,109425,Baras Elementary School,RIZAL,BARAS,2nd District,CONCEPCION,Public,DepED Managed,School with no Annexes,Purely ES,150,124,178,143,169,143,154,176,145,143,168,161,159,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,109426,Evangelista Elementary School,RIZAL,BARAS,2nd District,EVANGELISTA,Public,DepED Managed,School with no Annexes,Purely ES,29,21,41,40,26,27,35,32,25,36,24,26,35,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,109427,Malalim Elementary School (Baras Elementary School - Malalim Annex),RIZAL,BARAS,2nd District,SAN JUAN,Public,DepED Managed,School with no Annexes,Purely ES,22,20,26,23,24,19,21,27,20,15,28,18,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,109438,Painaan Elementary School,RIZAL,BARAS,2nd District,PINUGAY,Public,DepED Managed,School with no Annexes,Purely ES,113,131,129,112,119,117,136,141,118,112,114,105,120,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,109439,Pinugay Elementary School,RIZAL,BARAS,2nd District,PINUGAY,Public,DepED Managed,School with no Annexes,Purely ES,24,14,18,26,31,21,27,22,21,28,31,28,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,109443,Santiago Elementary School,RIZAL,BARAS,2nd District,SANTIAGO,Public,DepED Managed,School with no Annexes,Purely ES,46,62,50,42,48,38,49,70,53,53,46,50,52,59,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,136918,San Roque Elementary School,RIZAL,BARAS,2nd District,PINUGAY,Public,DepED Managed,School with no Annexes,Purely ES,8,5,20,6,11,10,8,16,9,12,11,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,165512,Baras Pinugay Elementary School,RIZAL,BARAS,2nd District,PINUGAY,Public,DepED Managed,School with no Annexes,Purely ES,487,447,535,486,539,487,475,482,505,413,522,524,491,479,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,301429,Baras National High School,RIZAL,BARAS,2nd District,SAN JUAN,Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,138,152,129,167,140,164,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,304798,Baras-Pinugay Phase 2 National High School,RIZAL,BARAS,2nd District,PINUGAY,Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,217,212,187,223,219,210,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,308124,Baras-Pinugay Integrated High School,RIZAL,BARAS,2nd District,PINUGAY,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,228,241,211,156,175,189,200,0,0,0,0,135,105,0,0,0,0,0,0,68,93,0,0,0,0,0,0,127,97,0,0,0,0,0,0,85,77,0,0,0,0
Region IV-A,Rizal,Baras,342568,Baras Senior High School,RIZAL,BARAS,2nd District,CONCEPCION,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,37,21,11,9,0,0,0,0,18,24,0,0,0,0,9,13,47,25,12,17,0,0,0,0,37,12,0,0,0,0
Region IV-A,Rizal,Baras,402975,Saint Joseph Parish School,RIZAL,BARAS,2nd District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,All Offering,10,10,15,12,15,10,9,8,12,7,6,11,14,9,0,0,14,21,25,31,19,27,25,29,0,0,1,4,13,10,8,12,0,0,0,0,0,0,0,0,0,0,1,1,4,4,9,6,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,410049,"Academy of the East Pinugay Inc.,",RIZAL,BARAS,2nd District,PINUGAY,Private,Non-Sectarian ,School with no Annexes,Purely ES,15,16,6,4,6,10,7,5,6,5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,425671,Sisters of Our Lady of Amersfoort School INC..,RIZAL,BARAS,2nd District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,Purely ES,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Rizal,Baras,425740,Shepherd Angels Christian School,RIZAL,BARAS,2nd District,PINUGAY,Private,Non-Sectarian ,Mother school,All Offering,15,7,5,5,5,6,9,5,3,5,6,10,4,6,0,0,3,0,5,4,2,3,4,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
