Region,Division,District,BEIS School ID,School Name,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,K Male,K Female,G1 Male,G1 Female,G2 Male,G2 Female,G3 Male,G3 Female,G4 Male,G4 Female,G5 Male,G5 Female,G6 Male,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G7 Female,G8 Male,G8 Female,G9 Male,G9 Female,G10 Male,G10 Female,JHS NG Male,JHS NG Female,G11 ACAD ABM Male,G11 ACAD ABM Female,G11 ACAD HUMSS Male,G11 ACAD HUMSS Female,G11 ACAD STEM Male,G11 ACAD STEM Female,G11 ACAD GAS Male,G11 ACAD GAS Female,G11 ACAD PBM Male,G11 ACAD PBM Female,G11 TVL Male,G11 TVL Female,G11 SPORTS Male,G11 SPORTS Female,G11 ARTS Male,G11 ARTS Female,G12 ACAD ABM Male,G12 ACAD ABM Female,G12 ACAD HUMSS Male,G12 ACAD HUMSS Female,G12 ACAD STEM Male,G12 ACAD STEM Female,G12 ACAD GAS Male,G12 ACAD GAS Female,G12 ACAD PBM Male,G12 ACAD PBM Female,G12 TVL Male,G12 TVL Female,G12 SPORTS Male,G12 SPORTS Female,G12 ARTS Male,G12 ARTS Female
MIMAROPA,Palawan,Quezon South,170511,Tabud Elementary School,PALAWAN,QUEZON,2nd District,PANITIAN,Public,DepED Managed,School with no Annexes,Purely ES,10,34,50,16,14,11,7,28,4,31,47,46,34,5,4,49,49,12,29,10,10,2,1,7,23,10,24,8,26,45,43,26,30,34,41,35,4,6,3,11,9,48,17,48,15,2,50,22,41,25,31,27,22,40,41,9,49,50
MIMAROPA,Palawan,Quezon South,170572,Gugnan Elementary School,PALAWAN,QUEZON,2nd District,PANITIAN,Public,DepED Managed,School with no Annexes,Purely ES,30,29,12,34,44,21,23,25,7,33,2,13,50,8,11,16,7,40,37,6,36,30,21,31,13,36,41,39,14,38,19,27,2,43,44,40,27,37,4,49,8,49,18,15,20,49,23,11,32,36,34,10,31,38,5,14,45,17
MIMAROPA,Palawan,Quezon South,301726,Quezon National High School,PALAWAN,QUEZON,2nd District,ALFONSO XIII (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,26,43,12,47,2,25,22,30,50,7,10,46,29,16,49,23,36,37,17,48,38,7,26,39,8,39,39,11,1,13,5,19,25,34,45,7,23,43,5,14,28,19,10,28,6,25,32,23,6,19,23,36,39,49,40,31,2,36
MIMAROPA,Palawan,Quezon South,301728,Quezon-Panitian National High School,PALAWAN,QUEZON,2nd District,PANITIAN,Public,DepED Managed,School with no Annexes,JHS with SHS,38,8,1,40,15,41,36,2,41,31,10,13,8,8,27,25,36,9,20,48,43,26,21,22,29,4,10,37,29,47,25,8,14,19,47,6,27,10,8,18,40,44,19,38,20,36,9,11,44,21,35,32,28,10,31,43,5,14
MIMAROPA,Palawan,Quezon South,301729,Quinlogan National High School,PALAWAN,QUEZON,2nd District,QUINLOGAN,Public,DepED Managed,School with no Annexes,JHS with SHS,12,29,28,44,33,45,31,25,39,9,46,19,26,8,33,15,27,13,23,15,2,9,1,5,35,44,28,36,46,31,33,24,17,13,30,14,28,4,27,32,22,19,43,6,48,26,32,13,9,38,14,19,33,27,38,8,10,21
MIMAROPA,Palawan,Quezon South,301743,Tagusao National High School,PALAWAN,QUEZON,2nd District,TAGUSAO,Public,DepED Managed,Mother school,JHS with SHS,9,48,37,40,22,16,28,34,28,6,44,8,6,36,27,36,12,2,1,2,16,29,47,30,32,10,30,9,42,26,12,23,28,26,35,35,24,46,44,22,32,34,6,50,16,17,15,35,13,42,34,37,49,7,8,21,8,26
MIMAROPA,Palawan,Quezon South,309148,Sowangan National High School,PALAWAN,QUEZON,2nd District,SOWANGAN,Public,DepED Managed,School with no Annexes,Purely JHS,40,39,12,14,41,50,34,16,25,26,45,38,19,17,44,44,43,34,27,25,22,48,15,37,2,5,23,16,47,3,9,45,10,3,11,30,42,48,4,36,33,2,26,44,46,11,11,10,42,15,15,17,26,20,16,34,31,13
MIMAROPA,Palawan,Quezon South,309163,Malatgao National High School,PALAWAN,QUEZON,2nd District,MALATGAO,Public,DepED Managed,School with no Annexes,Purely JHS,16,39,7,29,22,22,42,37,20,44,17,18,32,36,43,40,38,14,7,3,31,26,21,18,9,16,32,46,4,22,9,12,6,2,44,8,22,20,49,45,44,8,18,32,26,37,10,40,33,28,45,36,26,14,49,22,15,22
MIMAROPA,Palawan,Quezon South,408319,"CCT-Visions of Hope Christian School, Inc.",PALAWAN,QUEZON,2nd District,TAGUSAO,Private,Non-Sectarian ,School with no Annexes,Purely ES,18,35,15,11,1,32,5,1,43,22,47,43,38,10,46,1,35,30,20,25,6,13,16,1,8,48,17,42,36,17,12,44,13,22,1,45,19,37,5,33,15,39,5,34,6,30,36,6,39,20,14,8,15,3,12,25,39,41
MIMAROPA,Palawan,Bataraza District II,109678,Gimba Malitub Elementary School,PALAWAN,BATARAZA,2nd District,MALITUB,Public,DepED Managed,School with no Annexes,Purely ES,46,28,48,16,29,14,14,25,2,37,25,39,16,12,43,34,34,35,14,41,21,46,40,40,8,48,39,46,42,13,42,13,38,32,5,44,33,29,19,13,33,43,47,21,13,2,11,43,44,32,31,44,12,12,4,24,48,18
MIMAROPA,Palawan,Bataraza District II,110828,Buliluyan Elementary School,PALAWAN,BATARAZA,2nd District,BULILUYAN,Public,DepED Managed,School with no Annexes,Purely ES,6,26,23,27,8,2,19,19,45,2,17,18,26,38,5,14,36,30,15,31,22,21,38,11,39,22,7,47,14,23,34,12,19,22,25,7,39,21,14,30,17,32,14,13,46,40,20,39,48,26,26,18,29,24,28,14,18,26
MIMAROPA,Palawan,Bataraza District II,110830,Dudungguan Elementary School,PALAWAN,BATARAZA,2nd District,BULILUYAN,Public,DepED Managed,School with no Annexes,Purely ES,25,38,28,27,10,16,1,43,7,23,40,30,47,39,44,24,16,45,42,47,15,46,49,10,10,14,35,44,35,45,3,7,39,48,43,39,40,40,4,34,26,49,11,27,25,20,20,8,38,18,7,38,9,47,13,43,3,45
MIMAROPA,Palawan,Bataraza District II,110834,Katipunan Elementary School,PALAWAN,BATARAZA,2nd District,TABUD,Public,DepED Managed,School with no Annexes,Purely ES,3,28,36,20,38,37,38,22,49,41,16,41,37,9,11,1,47,32,50,13,19,39,37,39,7,2,14,3,47,10,24,22,29,23,39,26,26,41,39,16,45,12,26,17,36,21,5,29,28,10,31,5,37,12,36,6,47,17
MIMAROPA,Palawan,Bataraza District II,110837,Malitub Elementary School,PALAWAN,BATARAZA,2nd District,MALITUB,Public,DepED Managed,School with no Annexes,Purely ES,14,1,36,12,26,50,8,40,17,20,7,12,27,12,6,30,1,22,41,6,24,30,47,24,6,4,24,20,16,31,24,37,47,31,44,2,26,50,9,19,50,4,2,7,19,25,23,28,25,28,25,44,12,30,20,13,35,10
MIMAROPA,Palawan,Bataraza District II,110843,Pinuwasan Elementary School,PALAWAN,BATARAZA,2nd District,SUMBILING,Public,DepED Managed,School with no Annexes,Purely ES,24,9,41,29,40,23,42,4,2,2,27,19,29,42,1,30,41,14,36,12,48,48,41,34,41,29,19,48,41,34,5,44,2,35,24,3,4,47,11,7,39,8,3,40,38,35,11,49,4,34,8,39,25,5,6,48,11,7
MIMAROPA,Palawan,Bataraza District II,110844,Puring Elementary School,PALAWAN,BATARAZA,2nd District,PURING,Public,DepED Managed,School with no Annexes,Purely ES,16,41,12,31,39,50,3,7,7,3,44,35,34,38,46,28,4,17,32,31,32,31,35,25,23,19,34,13,40,33,24,16,4,34,2,48,35,19,26,40,30,26,30,27,5,34,1,38,48,43,9,4,37,8,48,23,32,6
MIMAROPA,Palawan,Bataraza District II,110845,Rio Tuba Central School,PALAWAN,BATARAZA,2nd District,RIO TUBA,Public,DepED Managed,School with no Annexes,Purely ES,40,49,16,26,10,20,42,44,28,8,50,50,42,45,7,31,27,39,14,39,12,36,13,44,8,31,2,2,9,3,40,23,46,24,45,35,20,24,5,23,18,47,12,23,26,40,24,43,41,3,23,26,23,16,35,14,38,26
MIMAROPA,Palawan,Bataraza District II,110846,Rio Tuba South Elementary School,PALAWAN,BATARAZA,2nd District,RIO TUBA,Public,DepED Managed,School with no Annexes,Purely ES,40,7,21,10,25,18,41,17,38,7,6,43,28,13,17,26,11,17,42,11,16,31,37,23,23,45,29,34,17,29,6,33,4,36,41,13,11,42,10,37,43,32,38,29,32,22,35,36,22,45,22,6,22,39,1,36,40,45
MIMAROPA,Palawan,Bataraza District II,110848,Sapa Elementary School,PALAWAN,BATARAZA,2nd District,SAPA,Public,DepED Managed,School with no Annexes,Purely ES,30,42,9,38,5,49,33,4,45,44,20,11,25,6,47,35,38,16,9,24,5,4,27,33,37,27,40,29,1,7,28,33,43,24,25,19,45,4,29,30,45,9,36,29,9,22,15,6,2,33,37,4,31,5,15,38,6,7
MIMAROPA,Palawan,Bataraza District II,110852,Sayab II Elementary School,PALAWAN,BATARAZA,2nd District,PURING,Public,DepED Managed,School with no Annexes,Purely ES,47,49,1,21,2,1,49,46,8,21,46,6,44,34,47,8,7,37,32,32,47,33,42,31,8,16,50,45,37,10,15,27,23,8,7,21,12,31,42,17,13,14,11,44,31,46,30,42,49,36,17,26,39,41,4,3,4,13
MIMAROPA,Palawan,Bataraza District II,110853,Sitio Culandanum Elementary School,PALAWAN,BATARAZA,2nd District,SUMBILING,Public,DepED Managed,School with no Annexes,Purely ES,5,9,33,25,27,42,27,15,2,12,46,15,20,37,44,19,4,23,35,29,38,49,28,45,7,23,32,10,46,6,31,31,17,3,45,6,31,32,31,28,32,4,39,42,48,23,20,25,12,37,46,36,23,1,28,8,28,27
MIMAROPA,Palawan,Bataraza District II,110854,Sumbiling Elementary School,PALAWAN,BATARAZA,2nd District,SUMBILING,Public,DepED Managed,School with no Annexes,Purely ES,16,39,40,22,14,32,27,41,1,18,42,23,8,19,30,49,39,16,46,50,15,32,32,43,11,40,20,29,15,45,37,20,25,5,15,20,1,21,44,7,11,12,47,14,39,41,5,6,23,41,27,46,31,28,44,31,17,2
MIMAROPA,Palawan,Bataraza District II,110855,Tabud Elementary School,PALAWAN,BATARAZA,2nd District,TABUD,Public,DepED Managed,School with no Annexes,Purely ES,42,40,25,45,1,6,24,17,14,20,41,17,2,45,37,33,2,22,45,25,28,15,11,31,19,31,29,44,35,19,26,32,30,35,28,1,40,44,25,41,17,25,8,33,24,15,28,47,39,41,10,43,17,35,7,3,33,16
MIMAROPA,Palawan,Bataraza District II,110856,Tagmaya Elementary School,PALAWAN,BATARAZA,2nd District,SAPA,Public,DepED Managed,School with no Annexes,Purely ES,24,16,9,9,25,29,49,31,50,31,3,27,42,6,32,32,19,47,27,36,36,1,4,41,14,5,11,15,11,45,47,48,19,13,24,40,7,45,49,32,41,4,36,46,32,36,38,47,8,28,15,25,18,24,30,32,43,30
MIMAROPA,Palawan,Bataraza District II,110857,Tagnato Elementary School,PALAWAN,BATARAZA,2nd District,TAGNATO,Public,DepED Managed,School with no Annexes,Purely ES,46,8,47,47,21,8,34,35,42,28,33,48,24,31,13,22,8,45,36,8,22,17,35,46,47,8,42,45,30,33,42,15,8,34,47,13,19,28,9,31,15,25,34,15,4,22,21,50,46,21,7,37,28,39,28,46,19,14
MIMAROPA,Palawan,Bataraza District II,110858,Tagolango Elementary School,PALAWAN,BATARAZA,2nd District,TAGOLANGO,Public,DepED Managed,School with no Annexes,Purely ES,23,45,38,17,11,9,6,27,4,19,22,44,22,34,40,37,21,23,37,20,12,37,24,13,10,27,1,23,33,5,43,17,44,27,2,42,2,8,49,47,11,35,11,30,33,16,32,21,33,7,38,1,40,5,5,30,22,1
MIMAROPA,Palawan,Bataraza District II,110859,Taratak Elementary School,PALAWAN,BATARAZA,2nd District,TARATAK,Public,DepED Managed,School with no Annexes,Purely ES,32,38,13,44,36,47,10,4,8,47,34,34,50,11,26,17,40,36,46,34,46,40,45,10,1,29,27,30,38,35,32,17,49,36,36,1,27,48,32,11,47,2,41,29,21,4,2,4,36,31,7,48,40,19,7,11,28,32
MIMAROPA,Palawan,Bataraza District II,128070,Kamunungan Elementary School,PALAWAN,BATARAZA,2nd District,TAGOLANGO,Public,DepED Managed,School with no Annexes,Purely ES,21,48,47,26,23,50,13,38,50,1,23,32,3,47,37,9,6,48,37,28,7,41,13,9,41,14,25,42,17,46,7,19,44,37,48,15,31,44,22,29,50,16,46,3,28,10,10,25,10,6,19,30,26,43,49,50,1,41
MIMAROPA,Palawan,Bataraza District II,170522,Alfredo Gregorio Memorial Elementary School,PALAWAN,BATARAZA,2nd District,RIO TUBA,Public,DepED Managed,School with no Annexes,Purely ES,17,18,27,6,35,7,25,25,4,11,37,27,17,14,15,3,31,9,27,11,37,17,50,14,9,22,29,2,41,28,1,43,6,15,1,23,32,39,20,19,12,16,12,11,45,49,20,29,41,28,41,8,16,45,19,50,5,13
MIMAROPA,Palawan,Bataraza District II,301730,Rio Tuba National High School,PALAWAN,BATARAZA,2nd District,RIO TUBA,Public,DepED Managed,Mother school,JHS with SHS,31,27,31,44,15,25,13,36,50,44,2,23,40,35,38,40,6,15,5,39,30,3,47,43,1,45,23,32,17,43,43,9,3,14,15,13,9,26,18,33,25,37,19,28,20,41,38,1,30,46,11,23,31,38,4,41,46,47
MIMAROPA,Palawan,Bataraza District II,309115,Sumbiling National High School,PALAWAN,BATARAZA,2nd District,SUMBILING,Public,DepED Managed,School with no Annexes,JHS with SHS,40,28,39,25,26,34,25,11,45,19,21,25,30,6,10,49,23,9,41,21,2,1,12,4,40,27,3,28,23,28,3,33,6,15,19,28,2,36,33,35,1,20,43,3,30,23,6,44,1,44,37,46,4,44,7,10,43,22
MIMAROPA,Palawan,Bataraza District II,309129,Southern Bataraza National High School,PALAWAN,BATARAZA,2nd District,TAGNATO,Public,DepED Managed,School with no Annexes,JHS with SHS,46,8,12,14,46,36,45,50,15,19,19,27,20,10,46,29,7,9,8,4,29,34,15,33,43,23,22,12,23,35,11,33,50,40,9,29,45,26,7,9,23,47,49,14,46,36,8,30,44,31,15,17,41,27,41,40,24,37
MIMAROPA,Palawan,Bataraza District II,309159,Peace and Development Community National High School,PALAWAN,BATARAZA,2nd District,SAPA,Public,DepED Managed,School with no Annexes,Purely JHS,42,3,16,25,43,20,35,24,26,36,24,4,17,31,9,21,33,15,43,2,10,47,28,40,30,47,4,41,26,12,22,24,15,21,1,9,28,35,36,12,23,3,11,28,16,13,36,29,32,27,10,46,24,35,42,22,17,22
MIMAROPA,Palawan,Bataraza District II,309164,Buliluyan National High School,PALAWAN,BATARAZA,2nd District,BULILUYAN,Public,DepED Managed,School with no Annexes,Purely JHS,32,19,39,21,13,6,9,32,35,5,8,32,22,29,43,4,26,5,40,13,42,33,23,31,46,24,49,48,1,33,48,3,17,27,46,18,34,49,38,8,50,22,48,10,30,40,11,24,8,32,38,4,25,32,24,29,43,34
MIMAROPA,Palawan,Bataraza District II,403488,Leonides S. Virata Memorial School,PALAWAN,BATARAZA,2nd District,RIO TUBA,Private,Non-Sectarian ,School with no Annexes,All Offering,11,48,14,36,14,11,45,24,37,24,19,8,33,32,32,16,50,28,29,33,37,3,27,28,28,29,43,2,21,47,22,4,14,20,23,35,48,14,28,46,23,9,37,31,11,41,7,19,11,12,19,1,1,45,12,5,26,26
MIMAROPA,Palawan,Bataraza District II,430524,Rio Tuba Christian Academy,PALAWAN,BATARAZA,2nd District,RIO TUBA,Private,Non-Sectarian ,School with no Annexes,Purely ES,33,29,42,12,45,28,6,10,23,49,45,3,42,44,21,34,14,31,41,6,43,10,49,7,2,46,50,12,25,50,44,3,1,5,46,47,44,25,14,12,26,15,46,27,1,4,33,41,23,1,13,31,36,24,9,50,31,10
MIMAROPA,Palawan,Bataraza District II,502458,Ocayan Integrated School,PALAWAN,BATARAZA,2nd District,OCAYAN,Public,DepED Managed,School with no Annexes,ES and JHS,43,41,20,11,14,13,24,15,50,36,17,36,40,12,39,32,3,13,10,28,29,33,39,15,49,23,22,16,35,1,2,45,48,34,45,39,22,32,30,5,11,38,22,5,26,1,1,26,12,24,38,16,1,31,23,5,9,49
MIMAROPA,Palawan,Dumaran Mainland District,110748,Aguinaldo Elementary School,PALAWAN,DUMARAN,1st District,CAPAYAS,Public,DepED Managed,School with no Annexes,Purely ES,13,14,13,11,32,15,21,12,17,48,47,48,28,48,30,21,31,26,6,31,14,11,29,28,27,23,26,13,21,22,50,7,4,47,1,34,45,6,6,10,13,42,25,43,39,28,6,48,27,40,46,7,21,1,45,44,32,38
MIMAROPA,Palawan,Dumaran Mainland District,110759,Capayas Elementary School,PALAWAN,DUMARAN,1st District,CAPAYAS,Public,DepED Managed,School with no Annexes,Purely ES,33,43,4,33,11,46,33,7,5,25,19,23,28,41,9,26,43,11,36,15,1,38,48,8,43,23,34,43,50,34,3,45,7,25,5,32,37,33,23,14,43,47,48,31,9,48,36,42,27,34,20,34,36,6,45,14,9,5
MIMAROPA,Palawan,Dumaran Mainland District,110760,Catama Elementary School,PALAWAN,DUMARAN,1st District,ILIAN,Public,DepED Managed,School with no Annexes,Purely ES,30,39,42,25,38,49,8,33,49,36,3,34,8,39,14,39,28,27,48,18,30,29,50,2,50,42,28,18,19,3,26,48,37,8,14,32,36,41,46,22,16,21,49,1,36,6,35,45,7,50,48,38,48,25,10,31,4,40
MIMAROPA,Palawan,Dumaran Mainland District,110762,Culasian Elementary School,PALAWAN,DUMARAN,1st District,CULASIAN,Public,DepED Managed,School with no Annexes,Purely ES,42,4,43,27,16,27,4,9,30,36,15,10,13,42,32,9,38,4,21,7,4,19,21,46,39,42,5,34,47,19,27,10,11,12,19,37,25,24,3,15,31,49,46,49,36,49,42,47,43,44,11,3,3,37,25,9,45,33
MIMAROPA,Palawan,Dumaran Mainland District,110765,Dalmacio Sadio Elementary School,PALAWAN,DUMARAN,1st District,DANLEG,Public,DepED Managed,School with no Annexes,Purely ES,32,33,43,11,13,35,27,14,49,30,29,17,21,32,1,25,44,45,39,22,3,5,45,24,38,37,5,45,11,38,46,26,2,2,41,3,42,47,27,18,29,17,12,29,6,21,28,3,19,16,30,14,37,27,40,15,20,47
MIMAROPA,Palawan,Dumaran Mainland District,110766,Danleg Elementary School,PALAWAN,DUMARAN,1st District,DANLEG,Public,DepED Managed,School with no Annexes,Purely ES,10,26,22,47,21,19,46,33,39,7,43,14,2,5,36,39,15,14,34,42,26,9,33,37,3,24,35,18,17,35,48,47,48,14,45,39,49,24,31,39,21,39,3,16,40,2,37,30,21,12,9,32,41,17,11,47,21,24
MIMAROPA,Palawan,Dumaran Mainland District,110768,Ilian Elementary School,PALAWAN,DUMARAN,1st District,ILIAN,Public,DepED Managed,School with no Annexes,Purely ES,10,28,36,12,30,26,18,35,35,4,5,21,35,39,19,48,39,8,16,48,11,22,47,17,27,24,4,44,30,24,8,37,36,20,2,48,42,42,8,35,50,39,9,41,6,3,38,22,13,31,5,6,19,48,32,33,13,47
MIMAROPA,Palawan,Dumaran Mainland District,110769,Itangil Elementary School,PALAWAN,DUMARAN,1st District,ITANGIL,Public,DepED Managed,School with no Annexes,Purely ES,27,9,21,48,29,37,26,30,7,16,12,2,45,44,12,43,49,24,23,27,29,6,28,28,37,49,2,26,2,28,19,37,47,45,32,35,4,21,11,12,3,26,48,10,37,11,49,39,33,39,38,31,42,22,28,41,5,44
MIMAROPA,Palawan,Dumaran Mainland District,110770,Latongay Elementary School,PALAWAN,DUMARAN,1st District,ILIAN,Public,DepED Managed,School with no Annexes,Purely ES,50,43,9,22,28,3,20,11,20,15,27,38,11,24,33,29,11,8,17,20,25,23,2,41,4,12,32,9,14,16,40,14,36,32,27,1,49,2,26,46,20,41,48,3,3,34,8,21,7,12,22,3,20,40,8,31,42,38
MIMAROPA,Palawan,Dumaran Mainland District,110773,Magsaysay Elementary School,PALAWAN,DUMARAN,1st District,MAGSAYSAY,Public,DepED Managed,School with no Annexes,Purely ES,44,12,28,44,29,21,43,2,43,35,1,22,34,26,39,31,48,41,8,3,9,24,43,16,7,10,47,19,18,28,16,46,22,36,6,44,21,47,13,1,24,22,9,36,26,28,30,37,34,8,18,45,38,43,47,21,42,16
MIMAROPA,Palawan,Dumaran Mainland District,110774,Malonlon Elementary School,PALAWAN,DUMARAN,1st District,TANATANAON,Public,DepED Managed,School with no Annexes,Purely ES,14,32,26,29,36,36,31,24,19,30,16,17,30,11,46,49,32,18,41,28,4,19,26,50,12,44,3,5,14,38,28,33,8,9,24,14,49,21,49,4,14,28,42,6,5,35,3,34,5,32,31,5,35,24,15,50,41,15
MIMAROPA,Palawan,Dumaran Mainland District,110777,Nala Elementary School,PALAWAN,DUMARAN,1st District,SANTA TERESITA,Public,DepED Managed,School with no Annexes,Purely ES,46,24,26,36,22,50,2,50,45,39,35,43,30,24,48,23,37,41,39,18,6,5,49,21,15,12,24,39,17,49,50,26,46,8,41,1,41,28,36,26,33,27,45,15,18,24,42,41,39,20,20,26,43,31,31,5,22,4
MIMAROPA,Palawan,Dumaran Mainland District,110781,San Jose Elementary School,PALAWAN,DUMARAN,1st District,CULASIAN,Public,DepED Managed,School with no Annexes,Purely ES,25,35,19,41,36,19,7,18,37,14,1,4,28,41,34,27,48,44,26,44,1,45,2,48,1,1,32,42,3,7,35,29,7,50,36,21,45,22,19,50,1,15,36,32,35,20,38,29,17,3,13,19,18,13,47,50,16,32
MIMAROPA,Palawan,Dumaran Mainland District,110783,Sta. Maria Elementary School,PALAWAN,DUMARAN,1st District,SANTA MARIA,Public,DepED Managed,School with no Annexes,Purely ES,38,29,46,8,43,5,27,49,48,20,45,4,21,9,31,49,25,27,43,24,6,22,17,28,30,8,8,18,14,45,22,42,46,8,8,47,43,14,24,45,4,31,25,47,33,40,16,6,26,43,40,38,27,29,6,2,34,34
MIMAROPA,Palawan,Dumaran Mainland District,110784,Sta. Teresita Elementary School,PALAWAN,DUMARAN,1st District,SANTA TERESITA,Public,DepED Managed,Mother school,Purely ES,26,45,43,28,3,22,15,21,46,24,21,26,22,46,10,30,13,12,28,44,18,39,31,47,22,20,4,1,10,18,22,33,18,50,34,43,31,38,22,50,30,10,40,40,36,8,11,7,35,30,2,26,44,31,41,22,24,35
MIMAROPA,Palawan,Dumaran Mainland District,110788,Tanatanaen Elementary School,PALAWAN,DUMARAN,1st District,TANATANAON,Public,DepED Managed,School with no Annexes,Purely ES,41,45,19,38,15,28,29,4,24,33,12,50,42,38,49,32,14,30,11,24,32,39,10,43,9,27,34,26,30,44,47,3,12,4,30,22,1,11,28,16,31,49,48,29,23,12,25,8,24,38,50,28,42,43,1,7,41,40
MIMAROPA,Palawan,Dumaran Mainland District,110790,Villa Constancia Elementary School,PALAWAN,DUMARAN,1st District,ITANGIL,Public,DepED Managed,School with no Annexes,Purely ES,21,45,48,42,35,37,35,49,29,5,16,13,46,50,32,25,36,18,36,44,43,44,8,6,35,50,38,2,21,21,46,3,43,21,33,32,22,43,22,6,8,50,10,33,42,20,14,11,13,32,43,9,22,31,32,39,44,25
MIMAROPA,Palawan,Dumaran Mainland District,170514,Tagumpay Elementary School,PALAWAN,DUMARAN,1st District,SANTA MARIA,Public,DepED Managed,School with no Annexes,Purely ES,34,41,9,28,4,6,15,21,2,20,28,33,31,4,27,7,39,43,12,35,34,19,4,11,48,19,15,27,9,14,9,47,18,40,8,9,36,22,37,25,6,14,23,1,34,20,11,32,43,45,33,21,11,21,26,12,18,18
MIMAROPA,Palawan,Dumaran Mainland District,170515,Magsasaka Elementary School,PALAWAN,DUMARAN,1st District,SANTA TERESITA,Public,DepED Managed,School with no Annexes,Purely ES,31,7,20,39,24,3,39,43,47,47,1,19,21,45,25,17,26,15,7,44,11,43,8,37,31,10,1,5,30,9,49,32,45,1,15,26,28,11,1,39,48,17,47,24,8,34,18,28,50,7,21,49,35,16,4,41,34,47
MIMAROPA,Palawan,Dumaran Mainland District,170516,Manggahan Elementary School,PALAWAN,DUMARAN,1st District,TANATANAON,Public,DepED Managed,School with no Annexes,Purely ES,26,28,2,20,39,13,31,34,14,17,14,35,43,20,1,5,46,14,47,36,49,7,19,30,32,45,8,28,30,37,19,40,41,44,15,24,30,1,13,26,9,48,32,9,32,6,31,37,46,18,4,30,34,50,50,43,26,37
MIMAROPA,Palawan,Dumaran Mainland District,170517,Bolo Elementary School,PALAWAN,DUMARAN,1st District,ITANGIL,Public,DepED Managed,School with no Annexes,Purely ES,44,20,3,4,44,28,36,31,19,1,4,33,15,25,38,47,18,36,29,7,7,43,2,40,11,45,36,46,18,20,25,21,49,16,39,6,30,41,26,10,27,44,36,28,9,9,35,48,6,28,32,35,26,21,40,24,10,9
MIMAROPA,Palawan,Dumaran Mainland District,170518,Pantalan Elementary School,PALAWAN,DUMARAN,1st District,MAGSAYSAY,Public,DepED Managed,School with no Annexes,Purely ES,8,2,44,41,48,22,48,34,26,9,33,29,8,6,8,19,32,26,32,29,17,31,41,24,31,8,49,29,49,2,10,43,49,33,2,29,5,43,31,45,32,3,46,24,29,48,16,35,40,10,30,42,37,47,12,26,29,40
MIMAROPA,Palawan,Dumaran Mainland District,170576,Comminyte Elementary  School,PALAWAN,DUMARAN,1st District,MAGSAYSAY,Public,DepED Managed,Mother school,Purely ES,44,24,37,22,11,42,10,31,42,12,38,13,26,17,36,40,17,50,44,43,15,28,38,28,6,16,18,2,9,34,44,8,41,44,20,37,39,9,15,6,23,5,25,8,43,29,13,16,14,20,17,3,6,5,4,48,49,36
MIMAROPA,Palawan,Dumaran Mainland District,170582,Malague Elementary School,PALAWAN,DUMARAN,1st District,SANTA TERESITA,Public,DepED Managed,School with no Annexes,Purely ES,17,45,39,49,10,32,37,32,27,20,11,46,22,48,33,21,43,27,10,5,2,46,44,39,49,36,48,43,45,14,28,33,48,30,16,1,40,38,42,19,36,43,8,27,2,16,14,38,50,4,2,31,19,2,41,24,14,17
MIMAROPA,Palawan,Dumaran Mainland District,301692,Dumaran Mainland National High School,PALAWAN,DUMARAN,1st District,ITANGIL,Public,DepED Managed,School with no Annexes,JHS with SHS,29,10,44,5,4,33,49,30,17,40,50,29,2,35,14,3,27,36,26,13,26,7,3,6,7,1,36,29,2,46,11,8,40,4,48,13,13,18,17,33,11,41,25,7,7,37,47,28,48,3,41,11,4,4,6,24,38,29
MIMAROPA,Palawan,Dumaran Mainland District,301707,Magsaysay National High School,PALAWAN,DUMARAN,1st District,MAGSAYSAY,Public,DepED Managed,School with no Annexes,JHS with SHS,48,18,10,22,35,10,49,17,13,37,27,3,19,11,6,11,45,5,31,30,47,33,3,14,49,34,13,43,9,47,27,10,26,24,13,42,12,18,19,5,49,30,46,3,44,4,35,47,35,42,4,32,42,50,33,34,35,3
MIMAROPA,Palawan,Dumaran Mainland District,301740,Sta. Teresita National High School,PALAWAN,DUMARAN,1st District,SANTA TERESITA,Public,DepED Managed,Mother school,JHS with SHS,38,48,17,33,22,30,17,31,49,1,13,24,43,18,1,4,47,42,29,20,33,7,40,11,17,21,46,50,42,46,15,39,49,11,19,37,1,42,28,38,32,27,6,27,7,49,30,41,8,2,30,30,25,30,43,45,46,40
MIMAROPA,Palawan,Dumaran Mainland District,306210,Danleg National High School,PALAWAN,DUMARAN,1st District,DANLEG,Public,DepED Managed,School with no Annexes,Purely JHS,33,32,11,2,6,11,26,25,12,7,38,46,40,8,32,47,15,40,4,43,32,39,16,15,21,19,10,38,19,14,3,33,17,33,13,37,6,32,14,41,47,5,44,9,6,46,47,32,24,47,11,26,32,20,6,19,21,29
